"id";"name";"num_affiliation";"primary_color";"secondary_color";"city"
17727;"MAUBEUGE FUTSAL ACADEMY";852828;"#dc143c";"";""
17728;"PERPIGNAN FOOTBALL CLUB BAS VERNET";552851;"#000000";"#FFD41C";""
17729;"ENT.S. LUCERAMOISE";552848;"#092669";"#FFD41C";""
17730;"NANTES SP.L. INTER POTES";852862;"";"";""
17731;"A.S. SANT   EPSIDIS 2000";616146;"#006400";"";""
17732;"A.S. OVILLOISE";852634;"";"";""
17733;"SPORTING GONE";852869;"#092669";"#ffffff";""
17734;"RACING CLUB MIRAIL";852876;"";"";""
17735;"F.C. PORT VENDRES";552886;"#000000";"#092669";""
17736;"A.S. DES MOULINS";552888;"#dc143c";"#ffffff";""
17737;"PIBRAC FUTSAL CLUB";852899;"";"";""
17738;"ST PAUL DU VERNAY FC";552907;"#dc143c";"#000000";""
17739;"A.J. D  IRIGNY VENIERES";552909;"#092669";"";""
17740;"A.J. FUTSAL";552910;"#ffffff";"#000000";""
17741;"BASTIA AGGLOMERATION FUTSAL";552884;"#FFD41C";"#000000";""
17742;"F.C. PRESSE";616184;"#ffffff";"";""
17743;"SUBWAY SOCCER";616186;"#ffffff";"#006400";""
17744;"CTE L.O. SOCIALES A. PENITENTIAIRE 36 ST.MAUR";852943;"#092669";"#dc143c";""
17745;"ESTACA CAMPUS OUEST";616195;"#dc143c";"#092669";""
17746;"A. F. DIVERSIFIE ALSACE - AFDA";852985;"";"";""
17747;"FOOTBALL CLUB DE BAZILLAC";553002;"";"";""
17748;"J.S. BELLEMENE 2007";553013;"#092669";"#000000";""
17749;"ECOLE DE FOOT ST GILLES LES HAUTS";553010;"#FFD41C";"#000000";""
17750;"A.C.S. DE DUPARC";553015;"";"";""
17751;"F.C.MAHORAIS DE TOULOUSE";553020;"#dc143c";"#ffffff";""
17752;"LES JEUNES DE COURTISOLS SAINT MEMMIE";853030;"#ffa500";"#092669";""
17753;"FOOTBALL CLUB CUBNEZAIS";553035;"#092669";"#ffffff";""
17754;"JEUNESSE SPORTIVE DE BEY";553037;"";"";""
17755;"CHAMPIGNY CLUB FUTSAL";553017;"#092669";"#ffffff";""
17756;"F. C. LE TRAIT - DUCLAIR";553038;"";"";""
17757;"SAINT-CYR FOOTBALL CLUB";553040;"#dc143c";"#000000";""
17758;"F. C. D  EPERNAY";553042;"#dc143c";"#ffffff";""
17759;"F.C. VETERANS DE SAINTE GEMME MORONVAL";553049;"#FFD41C";"";""
17760;"F.C. DU NORD OUEST";553052;"#092669";"#000000";""
17761;"A. C. DE RENNES";553069;"#dc143c";"#000000";""
17762;"O.  ST HILAIRE  / LA JASSE";553073;"#dc143c";"#000000";""
17763;"AVENIR SPORTIF BEZIERS";553074;"#dc143c";"#092669";""
17764;"ASSOCIATION DURAND PEINTURE RENNES";653075;"#ffffff";"#dc143c";""
17765;"FOOTBALL CLUB DE REGNY";553078;"#FF6A00 ";"#092669";""
17766;"A. S. C. VITRY";553055;"";"";""
17767;"FOOTBALL CLUB SEPTEMES";553079;"#092669";"#ffffff";""
17768;"CAPINGHEM A.S.";553005;"";"";""
17769;"F.C. LA MONSOISE";553016;"";"";""
17770;"OUTREAU FUTSAL J.S.";553084;"#ffffff";"#000000";""
17771;"VIE ET PARTAGE";553088;"#000000";"#ffffff";""
17772;"F. C. SAINT PYTHON";553094;"#dc143c";"#000000";""
17773;"S. PERPIGNAN NORD";553097;"#000000";"#ffffff";""
17774;"F. C. SAINT-AME JULIENRUPT";553100;"#FFD41C";"#092669";""
17775;"SAINT HENRI F.C.";553103;"#000000";"#dc143c";""
17776;"F. C. ST MITRE LES REMPARTS";553107;"#dc143c";"#092669";""
17777;"GJ PAYS  MOREAC BIGNAN";553109;"#000000";"";""
17778;"GJ EVEL PLUMELIAU";553110;"#FFD41C";"#dc143c";""
17779;"GJ AULNE PLEYBEN DOUFFINE";553113;"#dc143c";"#ffffff";""
17780;"GJ FOUSSAIS L ORBRIE";553125;"";"";""
17781;"A. S. DE LAVARE";553127;"#dc143c";"#000000";""
17782;"F. C. EDUCATIF ET RURAL DE BISSEUIL";553130;"#092669";"#ffffff";""
17783;"ENT. GENERALE LEON GROSSE SOTTEVILLE";653129;"#dc143c";"#ffffff";""
17784;"F. C. DU ROUMOIS NORD";553136;"#ffffff";"#000000";""
17785;"C. S. M. CLAMART FOOTBALL";553138;"#dc143c";"#ffffff";""
17786;"A. S.  LIEUSAINT FOOTBALL";553139;"#092669";"#ffffff";""
17787;"U.S. TARASCON";553142;"#092669";"";""
17788;"BAILLARGUES  ST BRES  VALERGUES";553143;"#092669";"#dc143c";""
17789;"STADE POITEVIN F. C.";553111;"#000000";"#ffffff";""
17790;"R. C. DE SEZANNE";553150;"#000000";"";""
17791;"F. C. OTHE-MONTMEDY";553151;"#dc143c";"#000000";""
17792;"ET. S. DE GREASQUE";553155;"#ffffff";"#dc143c";""
17793;"U.S. NORD VIENNE";553156;"#092669";"#dc143c";""
17794;"U.S. TARBAISE NOUVELLE VAGUE";553162;"#092669";"#000000";""
17795;"VALLEE DU BREUCHIN FC";553163;"#FFD41C";"#092669";""
17796;"F.C. DE MONTRAVERS";553165;"#FFD41C";"";""
17797;"F. C. MANDRES PERIGNY";553004;"#092669";"";""
17798;"CLERMONT OUTRE MER";552951;"#FFD41C";"#000000";""
17799;"F.C. CHAURIAT";553000;"#092669";"#ffffff";""
17800;"U.S. AGONGEOISE";553171;"#092669";"#ffffff";""
17801;"FC CHATILLON DEVECEY";553172;"#ffffff";"#092669";""
17802;"R. C. DU MAUPAS";552994;"";"";""
17803;"VASCO DE GAMA PARIS";552986;"#000000";"#ffffff";""
17804;"CLUB SPORTIF ANATOLIA - LYON";552969;"#ffffff";"#000000";""
17805;"F. C. LANDIVY PONTMAIN";552967;"#dc143c";"#ffffff";""
17806;"NANTES SAINT JOSEPH PORTERIE";553174;"#FF6A00 ";"";""
17807;"F.C. GARDONNE";553177;"#FF6A00 ";"#000000";""
17808;"U. C. AUVERS LE HAMON / POILLE SUR VEGRE";553180;"#092669";"#000000";""
17809;"PARIS SPORT ET CULTURE";553181;"";"";""
17810;"S. C.  MORLAIX";553186;"";"";""
17811;"F. C. PLOEMEUR";553187;"";"";""
17812;"F.C. DES BRAVES IRREDUCTIBLES BOUGNATS";652999;"#FFD41C";"#092669";""
17813;"U.S. DES GREVES";553190;"#FFD41C";"#000000";""
17814;"LIBERCOURT FUTSAL";553193;"#000000";"#ffffff";""
17815;"ENT. SOUILLAC CRESSENSAC GIGNAC";553195;"#092669";"";""
17816;"EL. PYRENEEN BAZET BORDERES LAGARDE";553198;"#000000";"#FF6A00 ";""
17817;"A.S. TOUT HORIZON DREUX";553200;"#dc143c";"#ffffff";""
17818;"F.C. VAL D  ADOUR";553203;"#092669";"#FFD41C";""
17819;"ST LEGER BEGROLLES BE LEGER F. C.";553205;"#FFD41C";"#092669";""
17820;"JALIGNY VAUMAS FOOT";553202;"#ffffff";"#FFD41C";""
17821;"LAURAGAIS F.C.";553206;"";"";""
17822;"A.S. DE LA VALLEE DU LONGSOLS";590270;"";"";""
17823;"F.C. CAUSSE ET LESTANG";548417;"";"";""
17824;"ST VINCENT DES LANDES LUSTVI";549082;"#092669";"";""
17825;"O. DE VALENCE";549145;"#dc143c";"#ffffff";""
17826;"ST FLORENT BOUTOUCHERE FC BLE";549146;"#092669";"#ffffff";""
17827;"A.S. PLAZACOISE";548738;"#000000";"#ffffff";""
17828;"U.S. MONTFAUCON MONTREGARD RAUCOULES";580828;"#dc143c";"#092669";""
17829;"ROSNAY CHATEAUGUIBERT A.S.";580829;"#FF6A00 ";"#000000";""
17830;"HOMENMEN FRANCE U.S.";580833;"#dc143c";"#ffffff";""
17831;"GJ SUD EST BRETILLIEN";580837;"";"";""
17832;"BVE FUTSAL";580838;"";"";""
17833;"PIERREFITTE F.C.";580839;"#dc143c";"#006400";""
17834;"F. C. LE RELECQ KERHUON";580840;"#FFD41C";"";""
17835;"A. S.C. SOURDS ST BRIEUC";580842;"#FFD41C";"#092669";""
17836;"AM. PERSONNEL CENTRE HOSPITALIER GONESSE";680843;"#dc143c";"#000000";""
17837;"U. S. DU VAL D  ISSOLE";580844;"#092669";"#dc143c";""
17838;"U.S. DE L  ENVIGNE";580846;"#dc143c";"#006400";""
17839;"F. C. DE LA VALLEE DE L  OUANNE";580847;"#696969";"";""
17840;"F.C. LALINDE COUZE SAUVEBOEUF";580848;"#FFD41C";"#000000";""
17841;"AV. BELLAC BERNEUIL ST JUNIEN LES COMBES";580850;"#FFD41C";"#092669";""
17842;"F.C. CHAILLAC SAILLAT";580851;"#dc143c";"#ffffff";""
17843;"ST LAURENT MALVENT F.C.";580852;"#000000";"";""
17844;"U.S. VERNONAISE";580853;"#092669";"#ffffff";""
17845;"F. C. SALLELOIS";580855;"#ffffff";"";""
17846;"CINGAL F.C.";580857;"#000000";"";""
17847;"F. C. ST CYPRIEN";580858;"#092669";"#ffffff";""
17848;"U.S. DE PUSEY";580860;"";"";""
17849;"TOULOUSE LALANDE 3 COCUS";580862;"";"";""
17850;"ESPOIR HAUT VALS DE SAINTONGE";580868;"#092669";"";""
17851;"CLUB DE FUTSAL DE LA JEUNESSE PERSANAISE";580869;"#092669";"#ffffff";""
17852;"F.C. HAUTE VALLEE DE L OGNON";580871;"#000000";"";""
17853;"ENT. S. NORD DROME";580873;"#092669";"#dc143c";""
17854;"O. DES MOURGUES";580875;"#006400";"";""
17855;"U.S. MA CAMPAGNE ANGOULEME";580878;"#006400";"#ffffff";""
17856;"A. S. LES MESNEUX FOOTBALL";880878;"#dc143c";"#000000";""
17857;"FUTSAL CLUB CHAPELAIN";580880;"";"";""
17858;"A. S. ELBEUVIENNE";680880;"#4b0082";"#000000";""
17860;"SOCIETE S. DE BONNAT SECTION FOOT";580881;"#FFD41C";"#000000";""
17861;"MARCOUVILLE CITY CERGY PONTOISE AGGLO";580882;"";"";""
17862;"ESPACE SPORT INTEGRATION TOURCOING";580885;"#dc143c";"#ffffff";""
17863;"MÉNILMONTANT F. C. 1871";580887;"";"";""
17864;"ERMONT FUTSAL";580892;"#dc143c";"#ffffff";""
17865;"A. S. MELLECEY MERCUREY";580893;"";"";""
17866;"A.S.C.S. MARIPASOULA";580897;"#092669";"#ffffff";""
17867;"A.S. ET. MATOURY";580898;"#ffffff";"#092669";""
17868;"LA RUCHE DEVILLE FUTSAL";580901;"#ffffff";"#dc143c";""
17869;"FOOTBALL CLUB VEYLE SAONE";580902;"#092669";"";""
17870;"NEYRAT FOOT MOSAIC AUVERGNE";580903;"#dc143c";"#000000";""
17871;"GJ MILLE ETANGS";580905;"";"";""
17872;"BOULOC SPORTING FUTSAL";580906;"";"";""
17873;"LAPOPIE O.";580907;"#092669";"#ffffff";""
17874;"OLYMPIQUE CLUB BRETILLIEN ST ERBLON";580911;"";"";""
17875;"BAEN VEUR FOOTBALL FEMININ BAIN DE BRETAGNE";780912;"";"";""
17876;"F.C. SAINT FRAIGNE";580915;"#dc143c";"#ffffff";""
17877;"AM. S. DE SAINT LAURENT";580916;"#092669";"";""
17878;"F. C.CORBIERES MEDITERRANEE";580919;"#dc143c";"#ffffff";""
17879;"GROUPEMENT DE JEUNES QUIESTEDE ROQUETOIRE";580923;"#dc143c";"#006400";""
17880;"FRANCE FUTSAL RILLIEUX";580924;"#dc143c";"#000000";""
17881;"MERIGNAC PODO-DESIGN A. C.";680925;"";"";""
17882;"U.S. EST LYONNAIS FOOT";580927;"#dc143c";"#000000";""
17884;"DECHY FUTSAL";580931;"";"";""
17885;"S. C. VIENNOIS";580933;"#000000";"#dc143c";""
17886;"A. S. TENDU";580934;"#FFD41C";"#000000";""
17887;"F. C. DE FREMIFONTAINE";580935;"#092669";"#ffffff";""
17888;"VILLENEUVE D  ASCQ FOOTBALL FEMININ";780889;"#ffffff";"#092669";""
17889;"ECOLE DE FOOTBALL ELBEUF";580936;"#000000";"#ffffff";""
17890;"U. FOOTBALL YFFINIAC";580937;"#092669";"";""
17892;"A. CULTURELLE DES KURDES DE LIMOGES";580938;"";"";""
17893;"U. AM. COGNAC FOOTBALL";580939;"#dc143c";"#ffffff";""
17894;"CHEMILLE MELAY OLYMPIQUE";580940;"#092669";"#ffffff";""
17895;"RENAISSANCE SPORTIVE DE FOURNES";580941;"#000000";"#006400";""
17896;"RUFFIAC MALESTROIT FOOT";580943;"";"";""
17897;"VALLEE LEMANCE F. C.";580944;"#092669";"#ffffff";""
17898;"REIMS METROPOLE FUTSAL";580945;"#dc143c";"#ffffff";""
17899;"ESSE LE THEIL FOOTBALL CLUB";580948;"#000000";"";""
17908;"ASSOCIATION SPORTIVE VEZERONCE HUERT";580949;"#006400";"#092669";""
17909;"MOS3R FOOTBALL CLUB";580951;"#000000";"";""
17910;"ET. S. DE MERY ES BOIS";580952;"#092669";"#FFD41C";""
17911;"MEDIOLANUM SANTONUM FUTSAL";580954;"#092669";"#dc143c";""
17912;"U. OLYMPIQUE ALBERTVILLE";580955;"";"";""
17914;"FOOTBALL CLUB CARNOULES";580961;"#dc143c";"#FFD41C";""
17915;"A. LA TOILE";580962;"#000000";"#ffffff";""
17918;"A. S. BONZACAISE";580963;"#FF6A00 ";"#000000";""
17919;"F.C. DE FENAY";580964;"";"";""
17920;"ASS. TOURISTIQUE SP. ET CULT. DES ADMINIS. FINANCI";680967;"#dc143c";"#000000";""
17921;"F. C. DE TENCE";580968;"#dc143c";"";""
17922;"CLUB DE FOOTBALL DE DOUAINS";580967;"#dc143c";"#000000";""
17923;"STADE SAINT SERROIS PUYLOUBIER";580972;"#dc143c";"#000000";""
17925;"A. S. RIMSKYADES";880971;"#092669";"";""
17926;"ASSOCIATION FUTSAL ERSTEIN ALS 67";880978;"#dc143c";"#092669";""
17927;"CHAMPS F. C.";580983;"#092669";"#ffffff";""
17928;"SUD LYONNAIS FOOTBALL 2013";580984;"#ffffff";"#dc143c";""
17929;"A. S. PONTCHARRA";580990;"#dc143c";"#000000";""
17930;"U.S. DES MONTS DU FOREZ";580991;"#092669";"#FFD41C";""
17931;"F. C. POULANCRE MUR ST GILLES";580992;"";"";""
17932;"U. S. FRAUENBERG";580994;"#dc143c";"#FFD41C";""
17933;"FOOTBALL CLUB DE VESOUL";580996;"#092669";"#ffffff";""
17934;"REAL FUTSAL CLUB AMIENOIS";580997;"";"";""
17935;"F. C. MILHAUD";580998;"#000000";"#ffffff";""
17936;"VILLENEUVE FUTSAL CLUB";581000;"";"";""
17937;"TURCS DE GRENOBLE";581009;"#dc143c";"#ffffff";""
17938;"U. MAHORAISE DE TOULON";881010;"#dc143c";"#000000";""
17939;"LA FRATERNELLE DE BOU";581014;"#092669";"#FFD41C";""
17940;"U. S. SAINT YAGUEN FUTSAL";581012;"#092669";"#ffffff";""
17941;"ENT. S. MALTAT VITRY";581005;"#dc143c";"#ffffff";""
17942;"PRATIQUE AOUSTOISE DE FOOTBALL";781017;"#696969";"";""
17943;"F. C. PAS DU LOUP";581021;"#092669";"#ffffff";""
17944;"ARSENAL CROIX D  ARGENT F. C.";581022;"#dc143c";"#ffffff";""
17945;"ET.S. MONTAGNE NOIRE";581025;"#006400";"#ffffff";""
17946;"GROUPAMA SPORTS";681029;"#092669";"";""
17947;"OLTV";881033;"#092669";"";""
17948;"F. C. IGESA";581034;"#092669";"";""
17949;"F. C. DE LA JEUNESSE MAHORAISE";681034;"";"";""
17950;"BOURG LES VALENCE FUTSAL";581032;"#FFD41C";"#092669";""
17951;"SACY ANIMATION";881018;"";"";""
17952;"FUTSAL LA WANTZENAU";581041;"#092669";"";""
17953;"F. C. ST MAURICE SUR AVEYRON";581043;"#000000";"#006400";""
17954;"HAUT COUSERANS F.C.";581045;"";"";""
17955;"F. ALGERIEN TOULOUSAIN";581046;"#006400";"#ffffff";""
17957;"UNICITE";581054;"#000000";"";""
17958;"HELESMES FUTSAL";581056;"#000000";"";""
17959;"MONACO FUTSAL";581059;"#dc143c";"#ffffff";""
17984;"ELECTRICITE GAZ AS";681065;"#092669";"";""
17985;"F. C. DE BARBEREY";581067;"#006400";"#ffffff";""
17987;"F. LOISIRS CASTRAIS";881072;"";"";""
17988;"F. C. MALIJAI";581073;"#dc143c";"#FFD41C";""
17990;"PLOEMEUR FUTSAL CLUB";581075;"#000000";"#092669";""
17991;"A. S. FASSON";681077;"#dc143c";"#696969";""
17992;"F. CL. DE BREZINS";581082;"#dc143c";"#000000";""
17993;"RC NEFFIES ROUJAN";581086;"#006400";"#dc143c";""
17994;"A.S.C. DE LABOURDONNAIS";581088;"#FFD41C";"";""
17995;"A.S.C DE DEUX RIVES";581089;"";"";""
17996;"A.S.C CYCLEA";681089;"#006400";"";""
17997;"A.J.S BOIS D  OLIVES";581090;"#092669";"";""
17998;"U.S SEMITTEL";681092;"#FFD41C";"";""
17999;"LA TAMPONNAISE";581093;"#092669";"";""
18000;"ADESIR CSLR";681094;"#092669";"";""
18001;"AC.F. DE LA POSSESSION";581099;"";"";""
18002;"A.S. ENT. DIONYSIENNE SGER2";681100;"#092669";"";""
18003;"U. S. DE BEUVRAIGNES";581104;"#dc143c";"#ffffff";""
18004;"F.C. GENERATION ESPOIR CLOS DES ROSES COMPIEGNE";581106;"";"";""
18017;"R.STAR BRAS DES CHEVRETTES";581107;"#000000";"#FFD41C";""
18018;"BRUAY LA BUISSIERE FUTSAL FEMININ";581108;"#000000";"#dc143c";""
18019;"A.S. SUPER U";681109;"#092669";"";""
18020;"S.C. PALMIPLAINOIS";581109;"#006400";"";""
18021;"RACING CLUB AUSTRAL";581111;"#FFD41C";"#006400";""
18022;"DEVILS PAMANDZI";781112;"#092669";"#dc143c";""
18023;"OLYMPIQUE DE SADA";781111;"#092669";"";""
18024;"A. DU VINCENDO SPORT";581115;"#092669";"#000000";""
18025;"F.C. TELCEM OLYMPIQUE DES QUAIS";681116;"#FF6A00 ";"#000000";""
18026;"A.S. VETERAN VINCENDO";581117;"#092669";"#ffffff";""
18029;"FC MTSAKANDRO";581120;"#dc143c";"#006400";""
18030;"U. S. DE BANDRELE TAMADJEMA";581116;"#006400";"#092669";""
18031;"FOOTBALL CLUB DU SUD DE B MBOUANATSA";581110;"#dc143c";"";""
18032;"A. S. DE FERNEY-VOLTAIRE";581127;"#dc143c";"#092669";""
18033;"ZAYEN LA";581128;"#000000";"";""
18034;"F. C. DE CHIRY OURSCAMP";581129;"#dc143c";"#092669";""
18035;"A. F. C. AHAM";581135;"#092669";"";""
18036;"PLEDRAN GENERATION SOCIALE ET SPORTIVE";581137;"#000000";"#ffffff";""
18037;"U.S. MENE LE GOURAY";581121;"#dc143c";"#000000";""
18038;"F. C. NEVERS BANLAY";581138;"#dc143c";"#ffffff";""
18039;"GRANDE SYNTHE FUTSAL";581140;"#092669";"#FFD41C";""
18040;"A. J. ETAMPOISE";581141;"#000000";"#092669";""
18041;"MARETZ FOOTBALL CLUB ";581142;"#006400";"#ffffff";""
18042;"F. C. MEUDON";581143;"#dc143c";"#000000";""
18043;"T-FOOT-OU-KOI";881142;"";"";""
18044;"F.C. ANCINNES";581145;"#092669";"";""
18045;"GJ CHAMPTEUSSEMARIGNE";581150;"#ffa500";"#000000";""
18046;"ASSOCIATION SPORTIVE BRUYERES FOOT";581151;"#dc143c";"#ffffff";""
18047;"GJ JARD AVR ESL ASMSA";581101;"#092669";"#ffffff";""
18048;"GJ L OIE FCCM";581100;"#092669";"#dc143c";""
18049;"G.J. PAYS DE CAUDAN";581097;"#dc143c";"";""
18050;"GJ LE SOURN SAINT THURIAU";581094;"#092669";"#dc143c";""
18051;"GJ BOURG BLANC/LANNILIS";581092;"#092669";"#ffffff";""
18052;"GJ DE LA COTE LEONARD";581084;"#000000";"";""
18053;"GJ LE FOLGOET PLOUDANIEL";581083;"#dc143c";"#092669";""
18054;"RACING CLUB ALPIN FUTSAL";581081;"#ffffff";"#dc143c";""
18055;"SOC. C. O.SAINTE MARGUERITE";581079;"#dc143c";"#FFD41C";""
18056;"ECOLE DE FOOTBALL ETREMBIERES";581160;"#006400";"#FFD41C";""
18057;"CHATEAU THIERRY ETAMPES F. C.";581164;"";"";""
18058;"FONTAINOIS F.C.";581165;"";"";""
18059;"BRIE F.C.";581166;"#FF6A00 ";"";""
18060;"FUTSAL CLUB JONAGE";581172;"#dc143c";"#000000";""
18061;"EVOLVE FUTSAL";581179;"#ffffff";"#092669";""
18062;"POIX BLANGY CROIXRAULT F.C.";581180;"#ffffff";"#000000";""
18063;"WOINCOURT DARGNIES AV. S.";581182;"#dc143c";"#092669";""
18064;"TORCE VERGEAL FOOTBALL CLUB";581183;"#696969";"";""
18065;"F.C. PLERGUER/ROZ LANDRIEUX";581184;"#dc143c";"#000000";""
18066;"O. LES AVENIERES";581188;"#ffffff";"#092669";""
18067;"REIGNAC CHAMBOURG VAL INDRE";581189;"#FFD41C";"#092669";""
18068;"JEUMONT RED STAR";581190;"#FF6A00 ";"";""
18069;"BEAUFORT LIMONT FONTAINE U. S.";581192;"#092669";"";""
18070;"GF SUD LOIRE LA MONTAGNE";581195;"";"";""
18071;"GF PRESQU ILE 44 LA BAULE";581196;"#4b0082";"#ffffff";""
18072;"GF LOROUX CANTON";581197;"#000000";"";""
18073;"F. C. ISSANCOURT RUMEL";581198;"#000000";"";""
18074;"AS DE L  AVIATION CIVILE DE FOOTBALL";881199;"#092669";"#ffffff";""
18075;"U. S. DE NOGENT 94";581200;"";"";""
18076;"GJ ENTENTE PONTCHATELAINE";581206;"#000000";"#dc143c";""
18077;"A. S. SORGES MAYOTTE";581209;"#092669";"#006400";""
18078;"ÉTOILE AMOLLOISE FOOTBALL";781210;"";"";""
18079;"ET. LA ROCHE-CHALAIS";581211;"";"";""
18080;"VILLERS F. C.";581217;"#FF6A00 ";"#000000";""
18081;"F. C. ROYANS VERCORS";581219;"#FFD41C";"#006400";""
18082;"ESSARS FUTSAL";581220;"#092669";"#ffffff";""
18083;"PLELAN VILDE CORSEUL F.C.";581221;"#000000";"#006400";""
18084;"F. C. DES COPAINS DE MEUDON";881225;"";"";""
18085;"PWC FOOTBALL CLUB";681228;"";"";""
18086;"GROUPEMENT VIRY VUACHE";581229;"#000000";"#092669";""
18087;"ENT. SPORTIVE PAYS D  UZES";581232;"#dc143c";"#000000";""
18088;"ENT. DES BARRAGES DE LA XAINTRIE";581233;"#000000";"#ffffff";""
18089;"CHALONS F. C. O.";581227;"#dc143c";"#000000";""
18090;"U. S. PAYS MAIXENTAIS";581234;"#092669";"#FFD41C";""
18091;"GJ CORBIERE FOOT";581235;"#dc143c";"#FFD41C";""
18092;"GOLD & BLACK MARLY";581237;"#FFD41C";"#000000";""
18093;"ATHLETIC CLUB GRICOURT";581239;"";"";""
18094;"F.C. LA CHAPELLE MONTGERMONT";581243;"#000000";"#ffffff";""
18095;"A.S. CHAHAIGNES MARCON";581244;"#092669";"#ffffff";""
18096;"A. S. JEUNESSE TORCEENNE";581245;"#696969";"#092669";""
18097;"A. S. DES CINQ AVENUES LONGCHAMP";581246;"#092669";"#000000";""
18098;"U.S. VILLAINES-MALICORNE";581248;"#000000";"#FFD41C";""
18099;"O. CLUB SOMMIERES ST ROMAIN";581247;"#092669";"#dc143c";""
18100;"F. C. THOUBERVILLE";581249;"#092669";"";""
18101;"DIEPPE ATHLETIC CLUB";581251;"#000000";"#dc143c";""
18102;"ENT. ST SORNIN NIEULLE / SEUDRE - LE GUA";581252;"#092669";"#ffffff";""
18103;"GENESTON A.S. SUD LOIRE";581256;"#dc143c";"#000000";""
18104;"LE PORTEL GENERATION PASSION FOOT";581258;"";"";""
18105;"LE CELLIER MAUVES F.C.";581259;"#dc143c";"#ffffff";""
18106;"UNION SPORTIVE PLAISSANAISE";581260;"#dc143c";"#006400";""
18107;"UNION SPORTIVE MONTAGNE NOIRE";581261;"#4b0082";"#ffffff";""
18108;"ESPOIR FEMININ PERPIGNAN";781262;"#092669";"#dc143c";""
18109;"F. FEMININ BASSIN CARCASSONNAIS";781263;"#092669";"#4b0082";""
18110;"ESPOIR VILLEMADAIS";581264;"#dc143c";"#ffffff";""
18111;"CHAMOUX SPORT FOOT";581265;"";"";""
18112;"GOELLYCOMPANS F. C.";581268;"#000000";"#ffffff";""
18113;"U. S. SAINT VARENT PIERREGEAY";581270;"#006400";"#000000";""
18114;"A. S. COTEAUX DE DORDOGNE";581278;"";"";""
18115;"U.S. AMBUR MIREMONT LA GOUTELLE";581279;"#FFD41C";"#092669";""
18116;"U.S. SUCS ET LIGNON";581280;"#092669";"";""
18117;"F.C. SALEICHOIS";581282;"";"";""
18118;"A.S.C. KARIB";581285;"#092669";"#dc143c";""
18119;"GROUPEMENT DE JEUNES DE L  EPINE";581290;"#006400";"#000000";""
18120;"F. C. DE LA VARENNE";581291;"#092669";"#000000";""
18123;"AS STATTMATTEN";781261;"#dc143c";"#000000";""
18124;"MAUVEZIN F.C.";581292;"";"";""
18125;"GROUPEMENT DE JEUNES VAL DE NOUERE";581293;"#FFD41C";"#092669";""
18126;"GROUPEMENT DE JEUNES AVENIR SEVRE BOCAGE";581294;"#092669";"#ffffff";""
18127;"GRPT BLAINVILLE BIEVILLE BEUVILLE";581295;"#006400";"#000000";""
18128;"GRPT JS DE DOUVRES COEUR DE NACRE";581297;"#dc143c";"#ffffff";""
18129;"F.C. HAUTS DE CERE THIEZAC ST-JACQUES DES BLATS";581298;"#4b0082";"#FFD41C";""
18130;"A.S. ST-DIDIER ST-JUST";581299;"#092669";"#dc143c";""
18131;"US RONCEY CERISY";581301;"#dc143c";"#092669";""
18132;"F.C. 3 RIVIERES";581303;"#000000";"#ffffff";""
18133;"F.C. VAL DU LOIR";581305;"#092669";"#FFD41C";""
18134;"SAINT-JEAN KENNEDY FC";881263;"#ffffff";"#000000";""
18135;"F.C. BOCAGE FONDACLE LES OLIVES";581308;"#dc143c";"#000000";""
18136;"GJ VAL DE GUYENNE 47";581309;"";"";""
18137;"G.J. MEDOC ESTUAIRE";581310;"#FF6A00 ";"#000000";""
18138;"GJ CASTETIS GOUZE ES PYRENEENE";581312;"";"";""
18139;"AVENIR NORD FOOT 87";581314;"#dc143c";"#000000";""
18140;"OUDON COUFFE FC";581315;"#092669";"";""
18141;"A. S. DES INDOCHINOIS / EURASIENS DU CHER";581318;"";"";""
18142;"F. A. MORLAAS EST BEARN";581319;"#092669";"#000000";""
18143;"F. C. VERDIGNY SANCERRE";581320;"#dc143c";"#000000";""
18144;"AGIIR FLORIVAL";581321;"#092669";"";""
18145;"F. C. SUD OUEST 69";581322;"#092669";"";""
18146;"CROUTELLE FOOTBALL CLUB";581323;"#092669";"#000000";""
18147;"WALLON CAPPEL UNION SPORTIVE";581324;"#ffffff";"#000000";""
18148;"SEIGNOSSE CAPBRETON SOUSTONS F. C.";581325;"#092669";"#dc143c";""
18149;"ARDEN 51 F. C.";681264;"#006400";"#dc143c";""
18150;"AVENIR ET HORIZON";581328;"";"";""
18151;"SAINT-MAURICE ATHLETIC CLUB";581329;"#092669";"#000000";""
18152;"BULGNEVILLE CONTREX VITTEL F. C.";581330;"#092669";"";""
18153;"VIERZON F. C.";581331;"#dc143c";"#ffffff";""
18154;"ET. SUD ARMOR PORHOET";581225;"#ffffff";"#092669";""
18155;"SALANCA FOOTBALL CLUB";581333;"#092669";"#ffffff";""
18156;"MEZE STADE F. C.";581335;"#092669";"#000000";""
18157;"ORSU OMESSINCU";581336;"#000000";"#FF6A00 ";""
18158;"AR MANHAC";581339;"";"";""
18159;"U.S. VIRAZEIL PUYMICLAN";581341;"#ffffff";"#000000";""
18160;"BOIVRE SPORTING CLUB 2015";581342;"#092669";"#000000";""
18161;"U.S. RANDONNAI FOOTBALL";581345;"";"";""
18162;"F.C. PERCHERON NOCEEN";581346;"";"";""
